Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"85149","Four Year","SR 0880 Rauchtown Cr II","Clinton       ","Bridge Improvement","2361950","null","SR 880 over Rauchtown Creek
Crawford Township
Bridge Improvements"
"85158","Four Year","Trib to Elk Creek","Elk           ","Bridge Improvement","1895072","null","SR 1005 over Trib to Elk Creek
City of St Marys 
Bridge Improvement"
"85214","Four Year","SR 146 ov Warner Brook BOX","McKean        ","Bridge Improvement","688062","null","SR 146 over Warner Brook
Hamlin Township
Bridge Improvements"
"85232","Four Year","Gates Hollow","McKean        ","Bridge Improvement","1875430","null","SR 346 over Gates Hollow Run
Bradford Township
Bridge Improvement"
"85241","Four Year","SR 2001 over Smith Run","McKean        ","Bridge Improvement","696277","null","SR 2001 over Smith Run
Sergeant Township
Bridge Improvements"
"85261","Four Year","Foster Brook BOX","McKean        ","Bridge Improvement","846187","null","SR 346 over Foster Brook
Foster Township
Bridge Improvements"
"85276","Four Year","Br Long Hollow II","Mifflin       ","Bridge Replacement","1387518","null","SR 22 over UNT to Long Hollow Run
Wayne Township
Bridge Replacement"
"85308","Four Year","SR 44 over Campbell Run","Potter        ","Bridge Improvement","1522400","null","SR 44 over UNT to South Branch Oswayo Creek
Hebron Township
Bridge Improvements"
"85574","Four Year","Margaret Rd Intersection","Armstrong     ","Intersection Improvement","17554500","null","Roadway realignment of existing intersection of US 422 and State Route 2005 (Margaret Road)
Plumcreek Township
Intersection Realignment"
"85623","Four Year","SR 147 over Tributary to Susquehanna River","Northumberland","Bridge Rehabilitation","640000","null","SR 147 over Tributary to Susquehanna River,
Point Township,
Bridge Rehabilitaion Substructure"
"85707","Four Year","T-301 over Little Bushkill Creek","Pike          ","Replace/Rehab","2175000","null","Bridge replacement onTownship Road 301(County Bridge 16) over Little Bushkill Creek, in Lehman Township, Pike County."
"85730","Four Year","SR 1009 over Starrucca Creek","Susquehanna   ","Bridge Replacement","3505260","null","Bridge replacement on State Route 1009 (Viaduct Street) over Starrucca Creek in Lanesboro Borough, Susquehanna County."
"85737","Four Year","SR 2004 over Little  Bushkill Creek","Pike          ","Bridge Preservation Activities","700000","null","Bridge preservation on State Route 2004 (Silver Lake Road) over Little Bushkill Creek, in Porter Township, Pike County."
"85750","Four Year","SR 1021 (Lincoln Drive) over C&S Railroad","Schuylkill    ","Replace/Rehab","2597084","null","SR 1021 over Carbon & Schuylkill RR
Rush Township 
Schuylkill County
Bridge Replacement or rehabilitation"
"85773","Four Year","SR 87 over Little Mehoopany Creek","Wyoming       ","Bridge Rehabilitation","1500000","null","Bridge rehabilitation on State Route 87 over Little Mehoopany Creek, in Mehoopany Township, Wyoming County."
"85786","Four Year","SR 1002 over South Branch Calkins Creek","Wayne         ","Replace/Rehab","2415000","null","Bridge rehabilitation/replacement on State Route 1002 (Milanville Road) over South Branch of Calkins Creek in Damascus Township, Wayne County."
"85808","Four Year","Shiffer Rd (SR 2036) over PA 33","Monroe        ","Replace/Rehab","6140746","null","SR 2036, Shiffers Road, over PA 33
Hamilton Township
Bridge Replacement or rehabilitation"
"85817","Four Year","Main Blvd over Trib of Catawissa Crk (3)","Schuylkill    ","Bridge Rehabilitation","4025367","null","Main Boulevard (PA 924) over Tributary of Catawissa Creek (3 bridges)
East Union Township
Bridge Rehabilatations or replacements"
"85882","Four Year","209 Bus over Kettle Creek","Monroe        ","Replace/Rehab","3023543","null","This project consists of the replacement of the existing structure that carries S.R. 2012 / US 209 Business (Hamilton East) over Kettle Creek in Hamilton Township, Monroe"
"85940","Four Year","Newburg Road  over Trib Monocacy Creek","Northampton   ","Bridge Replacement","4152275","null","SR 3020 over a tributary of Monocacy Creek
Lower Nazareth Township and
SR 3020 over East Branch Monocacy Creek, Upper Nazareth Township
Northampton County
Bridge replacement"
"85941","Four Year","Newburg Road over E. Branch Monocacy Crk","Northampton   ","Bridge Replacement","0","85940","SR 3020 over East Branch of Monocacy Creek
Upper Nazareth Township
Bridge Replacement"
"85949","Four Year","SR 896 Safety Project","Chester       ","Safety Improvement","7603000","null","SR 896 Safety Project
London Britian Township
Shepherd lane in New London Township
Increase the lane width and shoulder width along PA Route 896
Install appropriate signage along PA Route 896"
"86064","Four Year","Hadfield Rd o/Beaver Cr. (L)","Chester       ","Bridge Replacement","0","86064","Hadfield Road Bridge over Beaver Creek
East Brandywine Township, Chester County
Bridge Replacement"
"86105","Four Year","Karns Crossing Bridge","Butler        ","Bridge Replacement","44281360","null","PA 68 over the B&LE and B&P Railroads and Connoquenessing Creek
Butler and Summit Townships
Bridge Replacement"
"86244","Four Year","River Rd @GldnPheasnt ov DelCnl","Bucks         ","Bridge Replacement","6296000","null","SR 0032 River Road over Delaware Canal
Bridge Replacement
Tinicum Township
Bucks County"
"86420","Four Year","Berks Commuter Services","Berks         ","Miscellaneous","3025000","null","Berks Commuter Services
Berks County
Ridership program to promote carpools, vanpools, and transit."
"86696","Four Year","Watermark Rd o/ Muddy Run","Chester       ","Bridge Replacement","3060000","null","Watermark Road over Muddy Run
Upper Oxford Township
Bridge Replacement"
"86916","Four Year","NEPA 4-0 Project Delivery","Pike          ","Administration","100000","null","Consultant assistance in project delivery on various roads and bridges in Pike and Wayne Counties."
"87425","Four Year","Mill Race Bridge","Cumberland    ","Bridge Replacement","547210","null","SR 641 (Main Street) over Mill Race
North Newton Township
Bridge Replacement"
"87431","Four Year","Wierman Mill Bridge","Adams         ","Bridge Replacement","575000","null","SR 1009 (Weirmans Mill Road) over Tributary to Bermudian Creek
Huntington Township
Bridge Replacement"
"87433","Four Year","Carlisle Road Bridge 4","Adams         ","Bridge Replacement","738827","null","PA 34 (Carlisle Road) over a Tributary to Opossum Creek 
Menallen Township
Bridge replacement"
"87500","Four Year","Lincoln Hwy Bridge # 3","Lancaster     ","Bridge Replacement","1698525","null","Lincoln Highway (US 30) over Houston Run
Salisbury Township
Bridge Replacement"
"87523","Four Year","Blue Hill Road Bridge","York          ","Bridge Replacement","701700","null","SR 3058 (Blue Hill Road) over Gunpowder Falls Creek
Manheim Township
Bridge replacement"
"87535","Four Year","US 30 Bridge","Lancaster     ","Bridge Replacement","0","87500","Lincoln Highway (US 30) over tributary to Pequea Creek
East Lampeter Township
Bridge Replacement"
"87538","Four Year","West Orange Street Bridge","Lancaster     ","Bridge Replacement","1054139","null","West Orange Street (SR 772) over storm drain
Warwick Township
Bridge replacement"
"87550","Four Year","Walnut Run Road Bridge","Lancaster     ","Bridge Replacement","0","87553","Walnut Run Road (SR 2031) over Walnut Run
Strasburg Township
Bridge replacement"
"87553","Four Year","Strasburg Road Bridge","Lancaster     ","Bridge Replacement","537998","null","PA 741 (Strasburg Road) over Eshlemans Run 
Paradise Township
Bridge replacement"
"87598","Four Year","Trib Bermudian Cr Br 2","York          ","Bridge Replacement","905000","null","Bridge Replacement on SR194 Baltimore Pike in Franklin Township"
"87697","Four Year","Springwood Road Bridge ovr Stony Crk","York          ","Bridge Replacement","899592","null","SR 2002 (Springwood Road) over branch of Stony Creek
York Township
Bridge Improvements"
"87736","Four Year","I-81 NB/SB Moosic-Scranton I-4R Lacka","Lackawanna    ","Reconstruct","439538765","null","Interstate reconstruction on I-81 (American Legion Memorial Highway) from Exit 178 (Airport/Avoca) to Exit 185 (President Joseph R. Biden Expressway)"
"87781","Four Year","Reconstruct US 30 Bypass","Chester       ","Reconstruct","30568000","null","Reconstruct US 30 Bypass
Highway Reconstruction
East of Reeceville Road (SR 4005) Interchange to business Route 30/lincoln
Hwy (SR 3070) overpass
Caln & East Caln Township
Chester County"
"87784","Four Year","Aramingo/Harbison: Church to Amtrak","Philadelphia  ","Interchange Improvement","7096000","null","Aramingo:Duncan-Amtrak
City of Philadelphia
Philadelphia County"
"87795","Four Year","I-84 E&W I-4R E26 to E34","Pike          ","Reconstruct","114980380","null","Roadway reconstruction on Interstate 84 (Fallen Trooper Memorial Highway) Eastbound and Westbound from the Palmyra Rest Area to Exit 34 including bridge rehab/replacement on 11 bridges in Blooming Grove and Palmyra Townships, Pike County."
"87909","Four Year","SR 54 from Montour County to Boyd Station","Northumberland","Resurface","3628000","null","SR 54 from Montour County Line to Boyd Station 
Rush Twp, Riverside Boro
Mill and Resurface Roadway
SR 54 seg 0190/0000 to 0240/1332
"
"87918","Four Year","SR 44 over Lawshe Run","Lycoming      ","Bridge Replacement","2154250","null","SR 44 (Main Street) over Lawshe Run
Jersey Shore Borough
Bridge Improvement"
"87973","Four Year","Sugar Creek to Gulf Rd","Bradford      ","Resurface","4610000","null","US Route 6 from 0.3 miles east of SR 14 to 0.1 miles west of SR 4017 (Leona Road) 
Troy Township, Tioga County
Mill and resurface"
"88051","Four Year","SR 1020 over Fishing Creek","Columbia      ","Bridge Rehabilitation","1350000","null","SR 1020 (Winding Rd) over Fishing Creek,
Fishing Creek (Twp),
Bridge Rehabilitation
BMS# 19 1020 0010 0045"
"88085","Four Year","Byberry  Road/ CSX (L)","Philadelphia  ","Bridge Replacement","12956000","null","Byberry Road over CSX
Bridge Replacement
Philadelphia County"
"88139","Four Year","Trib to Muddy Run Bridge","Cambria       ","Bridge Replacement","0","22568","Over Muddy Run
Reade Township
Bridge Replacement"
"88469","Four Year","SR 670 over Cramer Creek","Wayne         ","Bridge Replacement","1695350","null","Bridge replacement on State Route 670 (Bethany Turnpike) over Cramer Creek in Mount Pleasant Township, Wayne County."
"88472","Four Year","US 20 over Trout Run","Erie          ","Bridge Rehabilitation","360000","null","State Route 20 (Ridge Road) West Main Street Bridge over Trout Run
Fairview Township
Bridge Rehabilitation/Restoration/ Replacement"
"88474","Four Year","SR 3017 Bridge over Temple Creek","Erie          ","Bridge Rehabilitation","600000","null","State Route 3017 (Pont Road) Wellsburg Bridge over Temple Creek
Elk Creek Township
Bridge Rehabilitation/Restoration/Replacement"
"88482","Four Year","Clintvill Rd Br over I-79","Mercer        ","Bridge Rehabilitation","1300000","null","State Route 2102 (Clintonville Road) Bridge over Interstate 79 (Raymond P Shafer Highway) southbound
Findley Township
Bridge Rehabilitation/Restoration"
"88483","Four Year","Clntville Rd Br 2 ov I-79","Mercer        ","Bridge Rehabilitation","0","88482","State Route 2102 (Clintonville Road) Bridge #2 over Interstate 79 (Raymond P Shafer Highway) northbound
Findley Township
Bridge Rehabilitation/Restoration"
"88491","Four Year","SR 3022 Bridge over Brokenstraw Creek","Warren        ","Bridge Rehabilitation","1160000","null","State Route 3022 (National Forge Road) Grand Army Bridge over Brokenstraw Creek
Brokenstraw Township
Bridge Preservation/Rehabilitation/Replacement"
"88508","Four Year","I-70 Arnold City Interch","Westmoreland  ","Interchange Improvement","88900361","null","I-70 at Arnold City Interchange
Rostraver Township, Westmoreland County
Interchange Reconstruction"
"88721","Four Year","Hickory View Drive Bridge","Lawrence      ","Bridge Replacement","1160000","null","Sponsor = North Beaver Township) Bridge rehabilitation/ replacement on bridge on Hickory View Drive over Hottenbaugh Run in North Beaver Township, Lawrence County."
"88777","Four Year","SR 4008 ov Tb Fishing Crk","Columbia      ","Bridge Replacement","435000","null","SR 4008 (Back Branch Rd) over Tributary of Fising Creek,
Mt Pleasant (Twp),
Bridge Replacement"
"88778","Four Year","SR 54 over Shamokin Creek","Northumberland","Bridge Replacement","1930000","null","SR 54 (Market Street) over Shamokin Creek,
Ralpho (Twp),
Bridge Replacement"
"88781","Four Year","SR 12 and SR 73","Berks         ","Intersection Improvement","5072760","null","SR 12 and SR 73
RuscombmanorTownship
Intersection improvements"
"88798","Four Year","Substructure Contract","Northumberland","Bridge Preservation Activities","1265460","null","Two bridges in Catawissa Twp Columbia County, and Kelly Twp, Northumberland County
Bridge Rehabilitation"
"88852","Four Year","T-105 over Cayuta Creek","Bradford      ","Bridge Replacement","6065000","null","T-105 (Thomas Avenue) over Cayuta Creek,
Athens Township,
Bridge Replacement"
"88915","Four Year","SR 14 over Tannery Creek","Bradford      ","Bridge Replacement","1477000","null","SR 14 (Sullivan St) over Tannery Creek,
Canton (Boro), Bradford County
Bridge improvement"
"88951","Four Year","US30: PA74 to N George St","York          ","Restoration","10300000","null","SR 30 from PA 74 to George Street
Manchester Twp, W. Manchester Twp, York City, York County
Highway Restoration"
"89052","Four Year","SR 4057 over Brush Run","Washington    ","Bridge Improvement","3000000","null","SR 4057 over Brush Run 
Buffalo and Hopewell Townships, Washington County
Bridge Improvements"
"89055","Four Year","Transp Alternative/Multimodal Project Mngmt","Lehigh        ","Transportation Enhancement","675000","null","Lehigh and Northampton Counties
Transportation Enhancement Management Contract"
"89056","Four Year","Transp Alternative Project Mngmt","Berks         ","Transportation Enhancement","85000","null","Berk County
Transportation Alternatives Program Management Contract"
"89057","Four Year","Transp Enhance/Alternative Project Mngmt","Carbon        ","Miscellaneous","110000","null","Carbon, Monroe and Schuylkill Counties
Transportation Alternatives Program Management Contract"
